donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
skillshare,video/src/components/MacTerminal.tsx,270547b70f60a6f3b89a11a369ccdc54f0219850a0cd2898bd4ad4417457992f,2673,tsx,typescript,ui-or-product,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/components/Transition3D.tsx,8fbdec01a5bd56317bbf9a616509df0062b7a6d9a0348cbf29808fe2388043e0,7034,tsx,typescript,ui-or-product,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/components/Typewriter.tsx,2ea0106edb8ae7452cf09992117294b4374b6fc1352104e3e8cdb0094bcdbd62,1349,tsx,typescript,ui-or-product,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/index.ts,8ad7cfb50e32546485a1a2ef5e468e5b6bdee2bc5c9b92d08882f96e3750b4a3,109,ts,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/AIFeature.tsx,982ebefef54167894e726f770995a17c28263c2b9ab279bfa7b3f426b0d5be40,10275,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/Architecture.tsx,c0f2b8932196c67fe8cabd61031be20082b62b7fcb8e0633628d5d4c20a88ebc,11580,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/ClosingLogo.tsx,beac62ec00c62cd2f24230ac9fd3f6c8db9236ea922d2ea54c4049dc1c628930,4754,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/OrganizationFeature.tsx,fe488cce37e89d21b07811d13d32796d30b230db5151334e822f2db01fef548d,10793,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/PainPoint.tsx,29be3d81b963b154ab793ea73d5a7249ee8d9a01cbacb0f6102c7fe3221bdc50,6870,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/scenes/TerminalDemo.tsx,5dcd3d48f7e69e1eb871903fd0fb3cc860b79ba903bc5243888ef9cb36c22a4a,5471,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/src/styles/colors.ts,9dacc8e8a3e2cf9fc66858ef73ff9c0ba05b76df4ae726532686f4093ca6e83f,737,ts,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,video/tsconfig.json,7ae3dc4bffc6b293a955f18e1eb2fb3a743ef46716570a270bd6ec3e60f71743,482,json,json,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,website/.gitignore,7c2bf6ba263ba149a2885847a9f7186e0d7af58faae3e01f2e69a7465f7cfecc,233,none,unknown,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/README.md,a3d226672eda46eda3b503b5c4ad786ea78ccf512803f7cbb4c87b136a2f90f9,482,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-02-26-5-min-claude-code-skills.md,1383d67f2e5eb6faaa8b6058f8dd55f3096c6a511ec631b08f6ec140797b43a3,3341,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-02-26-managing-50-skills.md,3b57bd83b304b191d3d292ac31ce6b860f51ab094450d826b63d3e38eefcb1b1,3878,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-02-26-migrate-from-vercel-skills.md,0d6d0bf187c682d92b00f88468c9039241c111a61370ab3e71bb61db310eb0b9,5339,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-02-26-team-sharing-patterns.md,1159552d932f3f990e8ecc58dc8846282cbd8d6a2e543d2e2b7b20d307cad2cc,3671,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-02-26-write-your-first-skill.md,6d9005c5a3acbc36e2f65b9dd23d49e8656ee9c12eadbdb10070e75eff921b81,5157,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/2026-04-05-multi-account-claude-code.md,1b8cd1e886e8e4e9deb30385708ea157c411368ea021813027a3711fc63c361a,8626,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/blog/authors.yml,71bfb0d10a907ff8a73c36bdb12c707241bdf8d78fc64c8602b54dbedf1562c7,134,yml,yaml,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,website/capture-hero.mjs,ecd279552f8facf7f27ab079f3d707b820302521e2b23b7923b1cf690502f0c1,2516,mjs,unknown,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/getting-started/first-sync.md,c0a51fb2f03d827c849e5e5ff658d74461055227cb0f55a3ce02663e32b0bdfd,5882,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/getting-started/from-existing-skills.md,00beb9d4298bda952b6b3fc9a3ccfe54b74638c1d7dc914801d2cecc68d4d2a6,5051,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/getting-started/index.md,8a760c4d4b1995921a530ee9c4bf0424ba8ab152683b1263f8ea94a04e08d5ad,2614,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/getting-started/quick-reference.md,808b190d387610130e448e2567f6be7ba8f277e489a407b66fd725376a1c5811,6405,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/advanced/docker-sandbox.md,f8790b63b9e24d645363e8627570c1533378ae112d38d913b50583d5576cbb33,19693,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/advanced/local-first.md,d56b874f98a5e0c9751eeedfcb7f6ccd6945169a48c9ec4f1eb8506f8ebcc6cc,4425,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/advanced/migration.md,59d9b3e9194c23b5d616fe9a200f3312bdbcb1a8706651ca4fa6a553baf21591,6638,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/advanced/security.md,3ab1ff1987b84e46e3dcd232d555b88106256bc62ca87a5f37646b58b612c4cf,8983,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/backup-restore.md,dfd8d5f05c2d15f7a3e66ba88120240ff09fc3b6bca110300681a78bdc18070d,4455,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/best-practices.md,2813b5097cf231a5c77dc13508ea4bc3861fc5dc8f683b9fd3514edd380a5346,6542,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/creating-skills.md,f67025c6d573a1f80c5c7f787c5158c44856de681be7ca117c818c80e5922a48,7926,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/daily-workflow.md,50b0b540b389ef299a180f47fb72f9db7415b3ecabacd1537f2da367d0d00eb0,4358,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/filtering-skills.md,3d45d7e116b5140c1e30211a026ba5d50ba6dc30692ae91f6b80d0856bd7c301,4188,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/index.md,afc1a29ece59d49e5d32b0f0e43a60632b40cf6356fecb8f7a8a9fa5b4ecc3b3,1167,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/organizing-skills.md,48c00f8f1492a8eb9c51800dfd460bf8233851271d333fd19a579c62ca2c672a,9606,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/project-workflow.md,83a07495fd8275fa9dd684bc84ce8d5da474094266a7bd04ec0f1d35dc79a332,5656,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/daily-tasks/skill-discovery.md,dda087949522b4bc43bd1d0be29299d0092af4903455d9fd7266753d09d7aee5,3427,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/index.md,bed0c5064b589656f7b2772a19e810583dc7f76f94f57b1ba8fda39333a7c33e,2875,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/centralized-skills-repo.md,c923b11a4f6cd13b0e50a247aa0f98082a159223bce370d04fb43fa9c67eb704,2811,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/ci-cd-skill-validation.md,88e53e3e9fb1d057ed7907455bb393d71ecae4ecca068612788a7a305fa16fbe,6366,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/cross-machine-sync-recipe.md,912b70bcf577e9669f80e923ca1a9be1c29042aefd53c7fe48059166488c84a1,1993,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/index.md,9dbc885b8e48a977850af89b81cb3eb79704e0699208271b73488f77398aecf5,899,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/pre-commit-hook.md,1a98bddd538975b6e70d16c618b7522eec030ac095014bd8e127c6ee3ecb7171,2001,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/private-enterprise-skills.md,3fed6adb88a001c24f9dd59206166e5ad2d11a35f0f76ec33ed3891156492247,2781,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/skill-per-project-workflow.md,cd5f1617c9056e2650f2b555511beca8f38ad69e743960d4dc1b0a8545d1a7b6,1963,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/recipes/team-onboarding-recipe.md,688719120fc0e19d4834331c07d9ca777bc31438e64ff9681387b656ccfb4dcf,2340,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/sharing/cross-machine-sync.md,c7f58ec80af763355f93c31c8d1c009b7502da75d42ee560ba7b2fa3c173676e,7413,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/sharing/hub-index.md,cc3ed59e346e221d4373ce961ac500f388b1d0022d7942c8b7d4ac7e74e102d4,11645,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/sharing/organization-sharing.md,b177026f8c41e9f2b9a31008e2fd4feab67f1c82ec08dd597b5f98e86ad9d793,10294,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/how-to/sharing/project-setup.md,2a8c0ed2b7e60dc15f82447c777d629c67117856a7b4e35ba6386003dcf57cea,7358,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/intro.md,07a951a79cf1cf851b6c069f95f6542404cb98a8443b935f45f4908a83f23f0f,4203,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-ai-coding-agents.md,d9f6d03521b698b6fd02bf176053334fbaf767c9f797cfd2d25f3074a5fc9a62,1640,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-claude-code.md,5c237e277f4c2c8fcab6c5147798402ae4aa764e6e5a1f5ef15c75ca6d333b9d,1535,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-codex.md,c4e68e9ebbf63e18acf2b31737e5d497e764a607500f437c25a9aea7f6e64d2c,1338,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-copilot.md,9862f00e14ee911f62abc4bbb5917bd3a2535adf7266b3fb95bf728e0c9e11b9,2718,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-devcontainer.md,5730c326aaf82ad0e19a852180b9db3bd990f3e547ace9d8ade3747fbcd0cfe7,2979,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-multiple-tools.md,e66a2e945327512ece24f960689c7565b8aa37878690d012059011764791a730,1818,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/learn/with-playground.md,8fedff4f4695f2baf0a28d6a21edabc90415e619c0fb9294225dc468e1c9770d,3465,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/appendix/environment-variables.md,c974d3d1dc17294bd36befc3fb30a0b0d3fdffa382298c021af4dad02c54dda8,11868,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/appendix/file-structure.md,68b5ea458a597de9528985fd483be1a0dff1f8172cb72ceab5ba95350562efad,14763,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/appendix/index.md,d2f355fc6dc094290152e72b24b1949d0cead685daccb5c5ed2b028358245e44,1488,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/appendix/url-formats.md,ade92023b62a05eb082383c634e83fac94620276e010cdab22477ced10eefe33,7349,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/analyze.md,cda62ca63083b5f2e8dbdfde98c28d7ccb70e66b80fa0a9701a0bff6e046e2f2,7721,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/audit-rules.md,736cab8d6f570dac6d7b3438a9cce6b5fbeb5d36426b8cbc5d6c79994734062b,16432,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/audit.md,20392df144d64070fc8c41ed9dce29491f696ad5de942aa2775aabb72afabb8b,17643,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/backup.md,1ebd871dbab5ea8116a1351f4ae89f692ce13eac6f1978f76f4257f9cf5453fe,6848,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/check.md,1d9b615e93292a9cd930245d213830be55948d92277995dfcc32f11e0e63721b,6329,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/collect.md,1d190241820994c9666585df69f280c03e48338c7f7b78502b67a7ff263cd4c4,3420,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/commit.md,c06cfd467a3dc65e475b0edfeb5dff56b1819ba414887bae2470034c2cafa996,2587,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/completion.md,f7812164a750f86ee28f04bd2a17831f50a456d2564bee1ea2ebafacad94a516,3247,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/diff.md,4fe4fbe649d98b45156c438656ffa910634768869b628e9aae5142940ed5f8c6,5899,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/doctor.md,53c6d0c434d30da2812a618fc8931a2593ab223b6757049652abb8d8386dccd3,9529,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/enable.md,8e57f61c2be369b19ac62a4fba1b4bcaa2ba9ad9bf439648b0fb7d8748722dcc,4867,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/extras.md,64e4530bf929ba908612c03153d16c3f654acbc93635af151a0d1ad9a619c279,17164,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/hub.md,f76423106a8679c6974e52f80a9ee95553837ce6b9371813fefbd4f8c5dbe3a7,6912,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/index.md,6f9d703e97a546befaded1ce2386e55613cf5bb7e075c1103f2a7352c8c5d172,5552,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/init.md,95e6139217ea340240ebf336e0cc41539b4739abb44091ceb56e9548aef5cf48,8428,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/install.md,1c9c6dee2e76b0b409a251cffed71399dfb7524f0f9fdc2002be023edba49c7e,28637,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/list.md,f7c0074a2e2367720d3ab4f6b6c8de216d089349496c4010451941cc19a4930b,10677,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/log.md,dc7dd1c359fc114b56aef743056cf499c2cb08ef445334bfa83a2758c9d8ec51,8744,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/new.md,6f75a2deff45c88f83ac2977e0826b94eb443c393adebba6b959f788713a3a17,6967,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/pull.md,8aaeb0c306328e540b40df73f3bd3c3c372ef482bdba79bc68cb295e7e57ec63,3408,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/push.md,8ba1b6ce7c31d4e3ef141c57a52419973ef9868725260f3475b7897de20b36c0,3290,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/restore.md,265a6ad0fa0fd3fa17797ed2a3c5087bfc8e666e457659de9b6e48f6697553b8,4924,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/search.md,29ebcae14e9c69305430004cbea613fa003dac65c22cf4827f2e22a2448a3cd6,9283,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/status.md,64ac20caec34fa03e33a2d4a5dc81783583789e9ea6042f9d54f9b2a3707b734,6728,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/sync.md,c1138a9f42c4e27d93039598702a9a3a5b1f0c3b794463f8fe63694bb6ade942,19788,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/target.md,8a176e9c214def3d4069136dc3e017196ae914c6670a5189c4155521bafac817,10951,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/trash.md,affc6629cf732aaf758d2ca766cd741f15e8d3160a43af98fe32cd1572530b45,6343,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/tui.md,5c2add6fcf0151963ec9cfbba841e9071f51a457b45db3b2778216fe9937971b,1658,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/ui.md,5276dc678053792900f1000acf354e8f47f819ed3db107e5db5e0b6b87f0d95d,11667,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/uninstall.md,a0cc51be5214164579eca9eb158794c97a3ef178f2a7c217101df2b0618b7233,10053,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/update.md,a29f52cecedec2b128d9203a6c5379ea7f68ae938dc72339453836fb5d67fa31,14173,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/upgrade.md,b87c053f40379abd83da6e54cb887e504f4ec8d233430284296c7861469b5eba,2691,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/commands/version.md,be433d4076bf170e2bd239819c22008a703d4710bc0428c69ea3c76586875136,1263,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/filtering.md,0132e229eb142eb4d2bbdac22402979afdf0ec17806ec8038e907900e851d008,4661,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/index.md,d6cfab8e4c4631e28c313ef199ea0f30be0c6dcabd696e51371be35d4ffa4972,849,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/targets/adding-custom-targets.md,36375f345abc0aa2c5e57af39ceb8ec55893a635d0d3fb204f59c0215dcbd5b3,2642,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/targets/configuration.md,80f1c5612f9d6afb96c87fc9702c6d7732217768448410b5f6a2139df5415749,27480,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/targets/index.md,b40bb756f699586bdf1ec76adc27a777a66309875563295c3ec19659fd32fea7,2070,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/reference/targets/supported-targets.md,9b8ef1b034d944ae3c235f21245d23ffa7d24a28abf1086c3e7611b4dcdc506c,15806,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/troubleshooting/common-errors.md,ad6836e5e90b45467ceaaf475031825cd7aa0b27b7eeb15b2285331df5c2a6d3,18184,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/troubleshooting/faq.md,4fd46200c2340574cd7a083edfb30581e7a5e30df5ca70701acae77581b963ce,14960,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/troubleshooting/index.md,d30b6f98282f02ed95dc9f5b36ead1bfb19a4eb56d7e5b8215cf37647ac79c29,1414,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/troubleshooting/troubleshooting-workflow.md,853a82fee19c65a3708e208a7c39a24fc3cd6157223952582fdc69bd9d436f76,3072,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/troubleshooting/windows.md,e8b8e32cd06e30cd8d7b6ec9a33c6ec08e352869d748fc346073173dbb4225e5,3784,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/agents.md,6a9a7796411394b38c9cc096c1fa53c98405ecba362ff308d4489643a17c7dfd,8535,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/audit-engine.md,ae00e5afed4de1433fdbc1210c78adcffab1d039d6db7b17d6e3982d1e32939a,27602,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/declarative-manifest.md,a85121483dd3bdd973dad456e6fabea41b0e9db5e571c7eb9e299401edde8c18,5874,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/index.md,822f6044424a4220fcf2eb0b672bde8530d4be5d6b8488c4b35a1e2a8491bc91,3751,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/comparison.md,6e86c9cfdd6e3c3eadada20311955c34a538fa241645db342ded3006b2eec22d,7301,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/security-first.md,bef3f5f268fffd84118a33388bedbd7bb5b67283f9ac2a331aa1892139ae8baa,3761,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/skill-design-patterns.md,cbee1a65a0d509b8d7ec6eb1de3f2b04e9d30d1ce7156ec916f20e5e4fb47909,10704,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/skill-design.md,a55e67ff1fdfe52bd1617be4f89852c3b13f76a1559d744bed4cb37190fc57bf,13394,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/sync-modes-explained.md,c6f6b96ffd72cc87dd0537f9d7dc34ccc321452e52007de232f0b9bc65a189f3,4996,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/philosophy/why-local-first.md,f0ab62676714d7e719afc962177043c456bd61fdf63c77d49859818e0bebfca0,2868,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/project-skills.md,0b5826f7bdf412e6a7c6529a22b9c101a6d89eb189bf2e2dbbe5928ed146f0f5,10597,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/skill-format.md,919c6bf259c123cb40290c642fc8492dd314a661b1663208cab5116498573683,8243,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/source-and-targets.md,7a69c1e3edfdb5735ea799079cbb806ed439e5c608101399285bba3d3056b958,8662,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/sync-modes.md,5ef02edb475ce47ddf0b4048dbd982a88477319dc8d47d4926d97c0338107e9d,12140,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docs/understand/tracked-repositories.md,f61c763f0b80b1baf1cc034acf1ab2290fd2b83cd66a582c71ba5e299d97f21e,9882,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/docusaurus.config.ts,563123d02dbd3cefeaf7cf89eead8a3e5bcafd7fae8182dd88aedb0382bb4e4d,9915,ts,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/package-lock.json,f75cbfec27b15cd5b2ee799fe3fd753831353e9685f59d0234e38f514f02f107,788500,json,json,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,website/package.json,e5bba57f380559f6e40c4b741fa668c9c0d4c4d7c5a6c4df6f1fd454de69b303,1364,json,json,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,website/pnpm-lock.yaml,5998eadf65767c250a5951de6b1b04b5f5943f9a54079f925d5cc383e5c10c30,480274,yaml,yaml,configuration,authoritative-or-review-required,SS-ROOT,
skillshare,website/sidebars.ts,2ed0772f05490846f8f08f09d023e1686f77a87044c29d782114d2fb4b87989b,6629,ts,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/src/components/AsciinemaPlayer.tsx,3ab2bd1be43f918dc6d280868896ac4f3f943457be881b7db4e8d4079c5ee269,1202,tsx,typescript,ui-or-product,authoritative-or-review-required,SS-ROOT,
skillshare,website/src/css/custom.css,ffbcac1d31215f93f531fca37db1665d6e868a054e5d22d7c74b8e1d18655d43,22440,css,css,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/src/pages/changelog.md,2d942c1a73445ba7a9e5562eb138888365390eb0b0c33c382ec57f180baf8e94,215651,md,markdown,documentation,authoritative-or-review-required,SS-ROOT,
skillshare,website/src/pages/index.module.css,e36d6567f0d221fb7e44a9be9b885386f7e54d2d8d54fc76b31c7d1b0e05627b,20662,css,css,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/src/pages/index.tsx,18a5820169aee1b37e7bd8350b76583aef1233f77e516676d6f85c75941c32c3,13804,tsx,typescript,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/.nojekyll,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,none,unknown,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/casts/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,none,unknown,implementation,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/demo.gif,81ed002b7c65c7013d5b95b3cae2d812bbacfaf8317a1253e1324dff893dcb85,21185992,gif,unknown,media,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/diff-demo.png,5c9c7bcc5a859890caf1091148565e78785238812d5d2cca5384df19272a1ed4,107464,png,unknown,media,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/doctor-demo.png,7cf5f87ef54468a18097c672bc69482bed0f47f3914d444183b2e7fd37165bf8,295186,png,unknown,media,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/favicon.ico,7fe55819f14792d942d86092f519b6d425e995337b482a8743e363cf5ac0ae30,3626,ico,unknown,media,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/favicon.png,ee3809466b37f4e10f3f1893234228569eecf95497561448f1f4d08f69091bd6,1527,png,unknown,media,authoritative-or-review-required,SS-ROOT,
skillshare,website/static/img/init-with-mode.png,f6182bb114020a1cad5d37006872f18ad96846cbca099a184de7597df4d44bce,201260,png,unknown,media,authoritative-or-review-required,SS-ROOT,
